,card,reports,age,income,expenditure,owner,selfemp,dependents,months,majorcards,active,target
741,0,0,37.25,1.5548,0.0,0,0,1,36,1,0.0,0.0
742,1,0,41.58333,3.82,462.0208,0,0,2,36,1,2.0,0.0
743,1,0,52.41667,2.4,138.5692,0,1,1,96,1,2.0,1.0
744,1,0,31.75,2.4,373.4167,0,0,1,54,1,1.0,0.0
745,1,0,36.0,3.0,304.6225,0,0,1,162,1,5.0,0.0
746,1,0,21.41667,1.6,385.775,0,0,0,162,1,3.0,0.0
747,1,0,42.08333,2.68,319.43,0,0,1,84,1,0.0,0.0
748,1,0,32.33333,6.3,465.9383,0,1,4,60,1,7.0,0.0
749,1,0,24.25,1.6,59.78667,0,0,0,43,1,2.0,1.0
750,1,0,32.25,2.6,170.4625,0,0,1,76,1,3.0,1.0
751,1,0,28.91667,2.1,242.195,0,0,2,24,1,7.0,0.0
752,0,0,28.33333,1.9324,0.0,0,0,2,74,1,4.0,0.0
753,1,0,23.16667,2.5,478.7125,1,0,0,12,1,4.0,0.0
754,0,0,44.58333,1.8,0.0,0,1,0,60,1,2.0,0.0
755,1,0,31.41667,3.56,98.345,0,0,0,72,1,9.0,1.0
756,1,0,24.91667,3.4,301.0175,0,0,0,17,1,7.0,0.0
757,1,0,28.25,2.55,509.0542,0,0,1,90,1,3.0,0.0
758,1,0,47.41667,4.92,183.8983,1,1,1,162,1,14.0,1.0
759,1,0,26.41667,3.9,46.52333,0,0,0,30,1,13.0,1.0
760,1,0,37.08333,5.2,256.1867,0,0,0,12,1,0.0,1.0
761,1,0,54.41667,6.634375,470.9733,1,0,3,147,1,6.0,1.0
762,1,0,35.25,6.0,615.7145005,0,0,2,10,1,0.0,0.0
763,1,0,35.5,6.634375,128.4267,1,0,4,19,1,12.0,1.0
764,1,0,44.5,6.634375,615.7145005,0,0,2,4,1,7.0,0.0
765,1,0,20.16667,2.1,269.1533,0,0,1,27,1,6.0,0.0
766,1,0,23.75,3.0,41.48167,0,0,3,18,1,3.0,1.0
767,1,0,27.58333,2.6,79.36083,0,0,0,162,1,5.0,1.0
768,1,0,54.75,5.48,612.8633,1,0,1,146,1,4.0,0.0
769,1,0,40.33333,6.634375,192.4508,1,0,3,162,1,15.0,1.0
770,1,0,32.83333,2.5,327.7367,0,0,0,147,1,3.0,0.0
771,1,0,28.5,3.0,177.6158,1,0,0,20,1,0.0,1.0
772,1,0,35.5,6.5,365.9058,1,0,0,6,1,0.0,1.0
773,1,0,56.75,6.634375,41.33333,1,1,2,39,1,18.0,1.0
774,1,0,28.16667,2.0,86.14833,0,0,1,61,1,2.0,1.0
775,0,0,31.0,3.25,0.0,0,0,1,72,1,7.0,0.0
776,0,0,24.0,3.0,0.0,0,0,0,24,1,4.0,0.0
777,1,0,40.75,6.634375,376.765,0,0,3,6,1,2.0,1.0
778,0,0,33.0,6.634375,0.0,0,0,0,24,1,8.0,0.0
779,1,0,38.41667,3.8,189.1767,1,0,0,23,1,6.0,1.0
780,1,0,25.91667,3.7,260.1208,1,0,0,162,1,6.0,0.0
781,1,0,33.16667,3.4,406.9792,1,0,1,36,1,7.0,0.0
782,0,0,27.91667,2.85,0.0,0,0,0,60,1,7.0,0.0
783,1,0,28.33333,2.6,118.7217,0,0,0,33,1,4.0,1.0
784,1,0,22.08333,1.566,91.7325,0,0,0,18,1,1.0,1.0
785,1,0,24.25,1.8,200.2375,1,0,0,151,1,5.0,0.0
786,1,0,39.41667,3.1,438.3667,1,0,2,18,1,3.0,0.0
787,0,0,25.41667,1.5,0.0,0,1,4,48,1,1.0,0.0
788,1,0,19.0,2.19,615.7145005,0,0,0,59,1,2.0,0.0
789,1,0,31.25,5.5,324.705,1,0,3,6,1,7.0,1.0
790,1,0,31.91667,4.4,148.0592,1,0,2,72,1,8.0,1.0
791,1,0,33.25,3.0,615.7145005,1,0,2,97,1,4.0,0.0
792,1,0,26.33333,2.95,325.85,0,0,0,24,1,5.0,0.0
793,1,0,26.66667,1.6,30.54833,1,0,0,24,1,5.0,1.0
794,1,0,22.41667,2.0,192.8183,0,0,0,8,1,8.0,0.0
795,1,0,25.08333,2.8542,324.0275,0,1,1,42,1,3.0,0.0
796,1,0,26.66667,2.2,91.98917,0,0,0,42,1,8.0,1.0
797,1,0,29.41667,3.65,267.3483,0,0,0,24,1,17.0,0.0
798,0,0,35.08333,1.7,0.0,0,0,0,90,1,10.0,0.0
799,1,0,57.33333,1.65,12.25,0,0,0,24,1,3.0,1.0
800,1,0,52.16667,2.66,98.57916,1,0,3,162,1,0.0,1.0
801,1,0,41.83333,2.75,43.20667,1,0,1,136,1,9.0,1.0
802,1,0,39.41667,1.56,60.06667,0,0,0,25,1,3.0,1.0
803,0,0,56.75,6.634375,0.0,1,0,0,162,1,7.0,0.0
804,1,0,28.25,2.0272,187.1425,1,0,1,91,1,1.0,0.0
805,1,0,38.08333,4.0,29.975,1,0,0,16,1,8.0,1.0
806,1,0,55.08333,6.634375,445.8058,1,0,0,35,1,0.0,1.0
807,1,0,29.33333,2.5,374.0517,1,0,0,70,1,9.0,0.0
808,1,0,19.83333,3.0,0.0,0,0,0,49,1,3.0,1.0
809,1,0,25.25,3.2,121.0558,0,0,0,4,1,6.0,1.0
810,1,0,27.25,3.18,240.8208,0,0,2,12,1,0.0,0.0
811,1,0,27.5,3.2,82.3425,1,0,0,23,1,9.0,1.0
812,1,0,26.0,1.7305,131.5242,0,0,0,8,1,10.0,0.0
813,1,0,25.91667,2.4,215.7392,0,0,0,150,1,18.0,0.0
814,0,0,32.25,2.25,0.0,0,0,1,42,1,13.0,0.0
815,1,0,43.33333,3.9495,517.2117,1,0,5,3,1,0.0,0.0
816,1,0,34.91667,3.0,36.205,0,0,1,30,1,2.0,1.0
817,1,0,27.75,2.65,159.655,0,0,0,8,1,0.0,1.0
818,0,0,28.0,2.236,0.0,0,0,0,72,1,11.0,0.0
819,1,0,39.41667,4.7,247.2992,1,0,4,12,1,10.0,1.0
820,1,0,40.83333,3.48,21.715,0,0,0,28,1,22.0,1.0
821,1,0,23.33333,2.55,16.25,0,0,1,6,1,0.0,1.0
822,1,0,43.58333,2.77,100.3367,1,0,0,44,1,14.0,1.0
823,1,0,47.83333,3.1131,64.75584,0,0,0,7,1,16.0,1.0
824,1,0,18.75,1.968,103.9167,0,0,0,64,1,1.0,1.0
825,1,0,21.16667,1.8,288.8017,0,0,0,162,1,8.0,0.0
826,0,0,54.83333,6.634375,0.0,1,0,1,94,1,2.0,0.0
827,1,0,35.5,5.5,58.60833,0,0,0,36,1,2.0,1.0
828,0,0,24.16667,1.5,0.0,0,0,0,18,1,0.0,0.0
829,1,0,24.83333,2.7,387.1742,0,0,1,18,1,4.0,0.0
830,1,0,23.83333,2.35,136.0408,0,0,0,25,1,9.0,1.0
831,1,0,39.91667,4.6,105.325,0,0,2,4,1,1.0,1.0
832,1,0,31.75,6.634375,97.42416,0,0,0,12,1,0.0,1.0
833,1,0,60.41667000000001,2.6545,229.4933,0,0,0,100,1,1.0,0.0
834,1,0,36.33333,6.634375,436.275,0,0,0,51,1,14.0,1.0
835,1,0,23.0,3.2,45.12417,0,0,0,14,1,0.0,1.0
836,1,0,28.33333,6.2,355.9683,1,0,0,18,1,9.0,1.0
837,1,0,38.0,3.27,615.7145005,0,0,2,7,1,3.0,0.0
838,1,0,49.16667,3.7,442.4458,0,0,4,162,1,11.0,0.0
839,1,0,50.91667,1.75,310.8417,0,0,0,36,1,1.0,0.0
840,0,0,23.58333,2.425,0.0,0,1,2,132,1,1.0,0.0
841,0,0,29.0,2.7,0.0,0,0,1,162,1,1.0,0.0
842,1,0,45.25,3.7,426.8325,0,0,0,24,1,2.0,0.0
843,1,0,31.66667,3.2,36.25,0,0,1,12,1,1.0,1.0
844,1,0,31.83333,3.1,337.0583,0,0,1,52,1,3.0,0.0
845,0,0,37.58333,6.634375,0.0,0,0,0,132,1,0.0,0.0
846,1,0,27.58333,5.5,615.7145005,0,1,0,72,1,11.0,0.0
847,0,0,36.08333,4.1,0.0,1,0,2,30,1,0.0,0.0
848,1,0,38.33333,3.0,568.2433,1,0,0,46,1,2.0,0.0
849,1,0,25.5,2.8,461.9217,0,0,0,66,1,3.0,0.0
850,1,0,41.5,5.1,140.015,0,0,1,63,1,4.0,1.0
851,1,0,34.58333,6.634375,206.3817,0,1,5,63,1,3.0,1.0
852,1,0,24.5,2.304,615.7145005,0,0,0,76,1,2.0,0.0
853,1,0,32.16667,2.3,383.3117,0,0,1,63,1,6.0,0.0
854,0,0,24.58333,1.9,0.0,0,0,1,14,1,4.0,0.0
855,1,0,23.83333,2.3,265.6517,0,0,0,6,1,3.0,0.0
856,0,0,22.66667,1.5,0.0,0,0,3,14,1,4.0,0.0
857,1,0,26.08333,2.375,282.7258,0,1,1,114,1,1.0,0.0
858,1,0,30.16667,2.8,383.5667,0,0,0,12,1,6.0,0.0
859,1,0,27.08333,2.5224,494.8875,0,0,1,100,1,3.0,0.0
860,1,0,27.16667,2.2,12.65083,0,0,0,60,1,2.0,1.0
861,1,0,32.41667,3.2,317.4642,0,0,0,30,1,1.0,0.0
862,1,0,32.5,3.7,9.741667,0,0,0,86,1,8.0,1.0
863,1,0,46.0,1.8,49.41667,0,0,1,162,1,2.0,1.0
864,0,0,47.0,2.35,0.0,0,0,0,159,1,4.0,0.0
865,1,0,22.75,1.82,615.7145005,0,0,0,93,1,2.0,0.0
866,1,0,42.08333,5.5,323.9517,0,0,0,98,1,4.0,1.0
867,0,0,30.41667,2.6,0.0,0,0,0,162,1,14.0,0.0
868,1,0,21.41667,2.15,476.3158,0,0,0,30,1,0.0,0.0
869,1,0,36.66667,3.8,112.9942,1,0,3,77,1,4.0,1.0
870,1,0,37.16667,2.0,44.46333,0,0,1,38,1,3.0,1.0
871,1,0,26.58333,2.45,248.5058,0,0,0,5,1,15.0,0.0
872,1,0,46.41667,3.5,319.7925,1,0,1,121,1,5.0,0.0
873,1,0,25.58333,2.8,615.7145005,0,0,0,2,1,7.0,0.0
874,1,0,30.33333,1.99,412.9933,0,0,0,82,1,8.0,0.0
875,0,0,27.5,2.0,0.0,0,0,0,48,1,0.0,0.0
876,1,0,21.0,2.1,131.9892,1,0,0,162,1,5.0,1.0
877,1,0,20.0,2.79,52.48917,0,0,0,86,1,5.0,1.0
878,1,0,23.25,2.32,225.2692,0,0,0,3,1,8.0,0.0
879,1,0,45.08333,4.6,298.0233,0,0,2,72,1,5.0,1.0
880,0,0,26.5,2.0,0.0,1,0,2,60,1,7.0,0.0
881,1,0,29.75,3.0,173.4675,0,0,1,60,1,1.0,1.0
882,1,0,52.33333,3.328,79.685,1,0,1,162,1,3.0,1.0
883,1,0,41.66667,2.4752,138.5467,0,0,2,162,1,10.0,1.0
884,1,0,22.75,4.3,565.3292,0,0,0,12,1,11.0,0.0
885,0,0,33.0,1.77,0.0,0,0,0,102,1,1.0,0.0
886,1,0,29.83333,2.45,220.8942,0,0,2,84,1,13.0,0.0
887,1,0,20.25,1.85,527.9417,1,0,0,96,1,2.0,0.0
888,1,0,26.08333,2.23,104.7833,0,0,0,12,1,1.0,1.0
889,0,0,22.5,2.5,0.0,0,0,3,30,1,0.0,0.0
890,1,0,32.83333,3.5091,466.3475,0,0,0,22,1,9.0,0.0
891,1,0,27.33333,3.2875,88.8175,0,0,1,54,1,12.0,1.0
892,1,0,28.5,4.232,437.1342,0,1,0,30,1,5.0,0.0
893,0,0,36.91667,1.85,0.0,0,0,2,162,1,2.0,0.0
894,1,0,26.0,2.2,114.2533,0,0,1,28,1,10.0,1.0
895,0,0,41.83333,3.5,0.0,0,0,0,54,1,0.0,0.0
896,1,0,23.75,3.0,293.0417,0,0,0,14,1,0.0,0.0
897,1,0,25.25,1.8,615.7145005,1,0,0,98,1,2.0,0.0
898,1,0,25.66667,1.7,113.0992,0,0,1,27,1,8.0,1.0
899,1,0,29.0,5.5,288.3633,0,0,2,18,1,3.0,1.0
900,1,0,40.58333,2.5685,111.675,0,0,0,54,1,3.0,1.0
901,0,0,59.0,3.5,0.0,0,0,0,162,1,5.0,0.0
902,1,0,37.41667,2.5,151.3367,0,0,0,15,1,2.0,1.0
903,1,0,30.83333,3.3026,4.583333,0,0,1,90,1,4.0,1.0
904,1,0,29.83333,2.25,199.795,0,0,0,36,1,0.0,0.0
905,1,0,32.5,6.634375,308.25,1,0,3,35,1,4.0,1.0
906,1,0,25.5,2.9,193.2933,0,0,0,2,1,0.0,1.0
907,0,0,36.33333,2.95,0.0,0,0,1,72,1,3.0,0.0
908,0,0,25.33333,1.6,0.0,0,0,0,93,1,0.0,0.0
909,1,0,28.5,3.4,59.85417,0,0,0,162,1,4.0,1.0
910,0,0,22.0,2.1,0.0,1,0,0,162,1,10.0,0.0
911,1,0,27.58333,3.2,313.4333,0,0,0,24,1,2.0,0.0
912,0,0,29.33333,3.5,0.0,0,0,5,0,1,2.0,0.0
913,1,0,31.5,2.47,195.0233,0,0,3,94,1,2.0,0.0
914,1,0,27.66667,2.6,162.4458,0,0,2,60,1,6.0,1.0
915,0,0,39.16667,4.0248,0.0,0,0,1,84,1,4.0,0.0
916,1,0,22.66667,2.1,314.4908,0,0,0,12,1,4.0,0.0
917,1,0,30.08333,1.95,292.9483,0,0,0,50,1,10.0,0.0
918,0,0,34.16667,3.5995,0.0,0,0,4,14,1,0.0,0.0
919,0,0,42.83333,3.7,0.0,0,0,4,84,1,3.0,0.0
920,1,0,31.58333,3.0,533.6275,0,0,0,7,1,1.0,0.0
921,1,0,32.33333,4.5,343.6542,0,0,0,48,1,4.0,0.0
922,0,0,24.75,2.3,0.0,0,0,0,24,1,12.0,0.0
923,1,0,45.16667,3.5,397.0333,1,0,0,162,1,2.0,0.0
924,1,0,25.41667,2.1,71.66666,1,0,0,44,1,5.0,1.0
925,1,0,40.75,5.0,503.5475,0,0,0,38,1,19.0,0.0
926,1,0,40.16667,2.45,142.5142,0,0,0,162,1,0.0,1.0
927,1,0,41.41667,3.5,8.333333,0,0,1,120,1,9.0,1.0
928,1,0,24.5,2.5,487.4817,0,0,0,15,1,1.0,0.0
929,0,0,30.33333,3.6,0.0,0,0,0,108,1,16.0,0.0
930,1,0,25.16667,2.656,352.8483,1,0,0,96,1,0.0,0.0
931,0,0,28.33333,2.5,0.0,0,0,0,82,1,0.0,0.0
932,0,0,28.41667,2.0,0.0,0,0,0,108,1,0.0,0.0
933,1,0,25.08333,3.52,61.16667,0,0,0,15,1,3.0,1.0
934,1,0,23.25,1.8769,553.1067,0,0,0,12,1,3.0,0.0
935,1,0,21.25,2.25,59.08916,0,0,0,15,1,1.0,1.0
936,1,0,39.83333,1.7123,132.4717,0,0,0,72,1,0.0,0.0
937,1,0,25.75,4.0,89.82667,0,0,0,60,1,5.0,1.0
938,1,0,25.25,2.16,36.33333,0,0,0,38,1,2.0,1.0
939,1,0,40.41667,3.3,108.9767,0,0,1,58,1,14.0,1.0
940,1,0,37.66667,6.634375,64.56,1,0,3,96,1,5.0,1.0
941,1,0,25.25,2.1,192.64,0,0,0,4,1,8.0,0.0
942,1,0,41.66667,3.0,131.7658,1,0,0,162,1,7.0,1.0
943,1,0,24.25,3.5,203.8917,0,0,0,60,1,11.0,1.0
944,0,0,22.91667,2.07,0.0,0,0,0,1,1,0.0,0.0
945,1,0,19.0,2.8,390.1667,1,0,0,10,1,0.0,0.0
946,1,0,57.08333,5.0,0.0,1,1,0,144,1,7.0,1.0
947,1,0,33.91667,2.1888,270.3683,0,0,0,15,1,7.0,0.0
948,0,0,48.25,2.0,0.0,1,0,1,120,1,15.0,0.0
949,1,0,48.75,2.7,0.0,0,1,0,120,1,3.0,1.0
950,1,0,28.91667,2.69,352.1733,0,0,1,62,1,0.0,0.0
951,1,0,40.83333,3.73,179.7708,1,0,1,151,1,7.0,1.0
952,1,0,32.83333,2.0,156.0892,1,0,2,8,1,2.0,0.0
953,1,0,44.33333,4.3,57.91583,1,0,3,156,1,9.0,1.0
954,1,0,38.16667,5.5,205.5133,1,0,4,99,1,9.0,1.0
955,1,0,37.33333,5.92,149.2992,1,0,2,48,1,7.0,1.0
956,1,0,44.25,6.634375,310.7358,1,0,5,162,1,11.0,1.0
957,1,0,18.16667,2.82,97.94,0,0,0,2,1,1.0,1.0
958,1,0,24.58333,2.2,127.1183,1,0,0,162,1,1.0,1.0
959,1,0,47.5,2.6611,220.7925,1,0,0,162,1,8.0,0.0
960,0,0,31.66667,6.634375,0.0,0,0,0,30,1,7.0,0.0
961,1,0,33.08333,4.0,615.7145005,1,0,2,42,1,4.0,0.0
962,1,0,31.58333,6.5,602.9208,1,0,2,12,1,6.0,0.0
963,1,0,38.41667,5.6,436.2592,1,0,4,114,1,7.0,0.0
964,0,0,19.58333,2.1,0.0,0,0,0,124,1,2.0,0.0
965,1,0,35.33333,4.5,67.0975,1,0,1,14,1,0.0,1.0
966,1,0,29.25,2.51,94.26833,0,0,1,12,1,0.0,1.0
967,1,0,46.0,6.634375,84.39083,1,0,2,134,1,15.0,1.0
968,1,0,19.91667,3.5,175.4442,0,0,1,24,1,3.0,1.0
969,1,0,22.83333,3.5,132.1292,0,1,0,8,1,3.0,1.0
970,1,0,24.33333,3.9,305.8375,0,0,2,27,1,0.0,0.0
971,1,0,18.5,2.5,440.6908,0,0,0,4,1,1.0,0.0
972,1,0,49.16667,5.2,615.7145005,1,0,1,162,1,11.0,0.0
973,0,0,47.75,1.5,0.0,1,0,0,60,1,0.0,0.0
974,1,0,49.16667,6.634375,92.44167,1,0,4,162,1,12.0,1.0
975,1,0,57.58333,4.1,286.57,1,0,3,121,1,15.0,0.0
976,1,0,24.58333,2.2,121.0308,0,0,0,22,1,6.0,1.0
977,1,0,26.41667,4.38,136.1242,1,0,5,24,1,6.0,1.0
978,0,0,38.25,2.4852,0.0,0,0,2,24,1,10.0,0.0
979,1,0,29.58333,6.6,510.09,1,0,0,24,1,14.0,0.0
980,1,0,30.66667,2.74,42.31083,1,0,3,76,1,8.0,1.0
981,1,0,58.91667,2.7,6.416667,1,0,0,162,1,8.0,1.0
982,1,0,38.5,3.2618,7.083333,0,0,4,18,1,0.0,1.0
983,1,0,45.66667,5.8,159.73,1,0,0,118,1,6.0,1.0
984,1,0,25.83333,2.5,124.5033,0,0,0,6,1,0.0,1.0
985,1,0,30.0,3.5,615.7145005,1,0,0,6,1,2.0,0.0
986,0,0,60.41667000000001,1.5,0.0,0,0,0,24,1,0.0,0.0
987,0,0,25.58333,1.75,0.0,0,0,0,108,1,0.0,0.0
988,0,0,40.08333,4.4,0.0,1,0,1,84,1,15.0,0.0
989,1,0,42.08333,4.7,71.95917,1,1,3,150,1,2.0,1.0
990,1,0,49.0,3.3,111.6175,1,0,0,162,1,0.0,1.0
991,1,0,44.0,5.8,386.0525,1,0,4,25,1,16.0,1.0
992,0,0,43.16667,5.32,0.0,1,0,5,110,1,7.0,0.0
993,1,0,25.0,2.4,62.50833,0,0,0,162,1,9.0,1.0
994,1,0,43.83333,3.25,159.36,1,0,2,109,1,6.0,1.0
995,1,0,24.5,3.06,434.8775,0,0,0,3,1,0.0,0.0
996,1,0,39.5,3.0,40.3275,1,0,3,14,1,9.0,1.0
997,1,0,25.66667,2.2,38.70833,1,0,1,26,1,7.0,1.0
998,1,0,43.66667,3.0,57.30667,1,0,1,3,1,5.0,1.0
999,1,0,46.33333,4.2,30.44583,1,0,1,162,1,24.5,1.0
1000,1,0,34.16667,2.37,106.7208,1,0,0,38,1,13.0,1.0
1001,1,0,38.83333,2.52,181.4142,1,0,0,138,1,8.0,0.0
1002,1,0,37.08333,5.49,615.7145005,1,0,1,60,1,19.0,0.0
1003,1,0,19.5,2.98,0.0,0,0,0,18,1,0.0,1.0
1004,0,0,27.41667,3.6,0.0,0,0,0,18,1,2.0,0.0
1005,1,0,39.91667,2.25,95.52834,1,0,0,162,1,7.0,1.0
1006,1,0,45.66667,3.224,615.7145005,1,0,5,162,1,9.0,0.0
1007,1,0,52.16667,5.0,85.24083,1,0,1,162,1,16.0,1.0
1008,0,0,34.75,2.67,0.0,0,0,0,51,1,24.5,0.0
1009,1,0,30.08333,3.75,298.4783,1,0,1,12,1,9.0,0.0
1010,1,0,60.41667000000001,3.75,0.0,1,0,0,162,1,5.0,1.0
1011,1,0,32.66667,3.7,11.7125,1,0,2,30,1,15.0,1.0
1012,1,0,38.83333,3.3,65.81834,1,0,3,162,1,19.0,1.0
1013,1,0,37.08333,6.634375,615.7145005,1,0,3,24,1,8.0,0.0
1014,1,0,33.5,3.3748,494.4875,0,0,1,66,1,15.0,0.0
1015,0,0,30.08333,3.12,0.0,0,0,2,12,1,5.0,0.0
1016,1,0,42.66667,2.59,67.53584,1,1,3,96,1,5.0,1.0
1017,1,0,29.41667,2.1,126.1033,1,0,3,90,1,5.0,1.0
1018,1,0,52.66667,3.0,98.6825,1,0,1,162,1,8.0,1.0
1019,1,0,29.83333,3.0,264.9658,1,0,1,51,1,11.0,0.0
1020,1,0,45.75,4.4,17.08333,1,0,3,12,1,18.0,1.0
1021,1,0,30.16667,3.1,469.2475,1,0,2,40,1,15.0,0.0
1022,1,0,30.83333,2.98,108.2958,0,0,3,36,1,9.0,1.0
1023,1,0,22.25,2.8,590.9484,1,0,1,6,1,7.0,0.0
1024,0,0,37.16667,1.8339,0.0,0,0,2,52,1,0.0,0.0
1025,1,0,22.0,3.2905,48.08333,0,0,2,21,1,5.0,1.0
1026,1,0,29.0,2.7,0.0,0,0,0,24,1,20.0,1.0
1027,1,0,28.33333,3.9,141.6883,1,0,1,49,1,17.0,1.0
1028,0,0,27.16667,1.8,0.0,0,0,2,34,1,7.0,0.0
1029,1,0,31.33333,3.2,109.6092,0,0,2,17,1,0.0,1.0
1030,1,0,32.66667,3.65,615.7145005,1,0,1,32,1,7.0,0.0
1031,1,0,30.58333,3.5,114.5575,0,0,5,57,1,9.0,1.0
1032,1,0,40.66667,4.77,11.6725,1,0,0,144,1,10.0,1.0
1033,1,0,39.08333,4.2,22.3575,1,0,0,24,1,5.0,1.0
1034,0,0,43.25,5.0,0.0,1,1,4,144,1,11.0,0.0
1035,1,0,24.75,2.0,91.4125,1,1,1,24,1,10.0,1.0
1036,1,0,26.5,2.6,239.4867,1,0,0,12,1,13.0,0.0
1037,1,0,60.41667000000001,5.0,190.4308,1,0,2,6,1,0.0,1.0
1038,1,0,44.08333,4.0,66.7325,1,1,2,120,1,12.0,1.0
1039,1,0,60.41667000000001,5.3726,221.8892,1,1,0,12,1,0.0,1.0
1040,1,0,40.66667,2.7246,446.415,0,0,2,36,1,14.0,0.0
1041,1,0,20.83333,1.8,615.7145005,0,0,0,5,1,0.0,0.0
1042,1,0,45.91667,4.0,113.6308,1,0,2,24,1,16.0,1.0
1043,1,0,26.83333,2.1,0.0,0,0,2,30,1,18.0,1.0
1044,0,0,33.58333,2.55,0.0,0,0,3,36,1,0.0,0.0
1045,1,0,30.66667,2.5,127.3725,1,0,1,24,1,23.0,1.0
1046,1,0,23.91667,2.0,166.9017,0,0,0,9,1,0.0,0.0
1047,1,0,34.83333,3.0,315.9425,0,0,5,12,1,16.0,0.0
1048,1,0,38.58333,2.6,171.8608,1,0,0,51,1,9.0,1.0
1049,1,0,35.83333,2.4,46.60583,0,1,1,37,1,13.0,1.0
1050,1,0,36.0,4.0,306.4683,1,0,0,12,1,11.0,0.0
1051,1,0,42.66667,6.2,31.0,1,0,2,132,1,14.0,1.0
1052,1,0,22.58333,2.2,140.2992,0,0,0,9,1,3.0,1.0
1053,0,0,28.5,2.0,0.0,0,0,3,0,1,2.0,0.0
1054,1,0,44.91667,5.8,175.6442,1,0,2,148,1,16.0,1.0
1055,1,0,30.58333,1.8,29.51583,0,0,0,6,1,10.0,1.0
1056,1,0,27.25,3.264,67.20167,0,0,0,16,1,5.0,1.0
1057,1,0,24.0,2.1,146.27,1,0,0,24,1,14.0,0.0
1058,1,0,23.41667,2.7456,4.583333,0,0,0,7,1,9.0,1.0
1059,1,0,55.33333,3.7,160.4517,1,0,1,162,1,4.0,1.0
1060,1,0,35.16667,4.815,171.5125,1,0,2,48,1,18.0,1.0
1061,1,0,46.33333,3.05,8.125,1,0,0,96,1,4.0,1.0
1062,1,0,39.41667,2.4,384.1725,0,0,1,96,1,7.0,0.0
1063,1,0,34.91667,5.0,615.7145005,1,0,3,36,1,7.0,0.0
1064,1,0,19.08333,2.6,285.255,0,0,0,87,1,2.0,0.0
1065,1,0,27.58333,4.0,49.25,1,1,3,40,1,13.0,1.0
1066,1,0,46.25,6.634375,40.19917,1,1,0,48,1,2.0,1.0
1067,1,0,47.16667,1.94,26.5,0,0,0,10,1,13.0,1.0
1068,1,0,25.41667,2.45,183.5608,0,0,0,48,1,6.0,0.0
1069,1,0,51.33333,4.53,45.35417,1,0,4,126,1,5.0,1.0
1070,1,0,41.0,6.634375,615.7145005,0,0,2,12,1,0.0,0.0
1071,1,0,36.33333,3.85,37.015,0,0,1,36,1,8.0,1.0
1072,1,0,32.41667,2.75,615.7145005,1,0,2,27,1,9.0,0.0
1073,0,0,41.75,3.5,0.0,1,0,2,38,1,19.0,0.0
1074,0,0,32.75,3.0,0.0,1,0,3,32,1,7.0,0.0
1075,1,0,21.91667,2.3,143.4292,1,0,2,24,1,10.0,1.0
1076,1,0,29.25,1.8,124.6325,0,0,0,51,1,3.0,0.0
1077,1,0,21.08333,2.2,577.9833,0,0,0,143,1,6.0,0.0
1078,1,0,34.66667,4.8,266.3433,1,0,3,15,1,0.0,1.0
1079,1,0,27.91667,2.04,30.0525,1,0,2,38,1,4.0,1.0
1080,1,0,36.5,1.68,193.3225,1,0,0,44,1,12.0,0.0
1081,1,0,24.0,2.7811,121.6333,0,0,0,3,1,0.0,1.0
1082,1,0,60.41667000000001,6.0,8.333333,0,0,0,50,1,14.0,1.0
1083,1,0,25.83333,3.5,158.6017,0,0,0,34,1,2.0,1.0
1084,0,0,42.41667,1.8,0.0,0,0,2,48,1,10.0,0.0
1085,1,0,35.0,3.9,178.4558,1,0,2,36,1,7.0,1.0
1086,1,0,20.66667,2.0,167.04,0,0,0,14,1,1.0,0.0
1087,1,0,41.83333,6.634375,569.5458,1,0,3,96,1,6.0,0.0
1088,0,0,24.91667,1.85,0.0,0,0,0,14,1,3.0,0.0
1089,1,0,32.08333,1.6,351.3633,0,0,0,6,1,3.0,0.0
1090,1,0,34.08333,4.85,198.0233,1,0,2,114,1,12.0,1.0
1091,1,0,37.16667,2.825,153.7517,1,0,0,162,1,2.0,1.0
1092,0,0,27.08333,2.7,0.0,0,0,1,162,1,6.0,0.0
1093,0,0,56.0,1.45,0.0,1,0,0,162,1,4.0,0.0
1094,1,0,26.75,1.8,9.166667,1,0,0,53,1,9.0,1.0
1095,0,0,33.25,3.7,0.0,1,0,2,72,1,0.0,0.0
1096,1,0,19.16667,1.9,448.0233,0,0,0,162,1,1.0,0.0
1097,1,0,35.91667,2.62,470.2967,1,0,1,6,1,9.0,0.0
1098,1,0,25.16667,3.75,400.0708,1,0,0,7,1,11.0,0.0
1099,1,0,45.75,4.5,149.0967,1,0,2,132,1,9.0,1.0
1100,0,0,38.5,3.7,0.0,0,0,2,24,1,11.0,0.0
1101,1,0,42.0,3.836,332.2392,1,0,3,14,1,14.0,0.0
1102,0,0,25.83333,1.59,0.0,0,0,0,87,1,9.0,0.0
1103,0,0,25.91667,2.07,0.0,0,0,0,20,1,7.0,0.0
1104,1,0,31.08333,5.1,615.7145005,1,0,3,15,1,9.0,0.0
1105,0,0,40.5,4.0128,0.0,0,0,1,12,1,17.0,0.0
1106,1,0,60.41667000000001,4.4692,7.083333,0,0,1,36,1,1.0,1.0
1107,1,0,33.08333,3.5,166.2383,0,0,0,26,1,1.0,1.0
1108,1,0,45.75,5.0,5.520833,1,0,0,144,1,14.0,1.0
